,Data Year,County,Fuel Type,Make,Model,Number of Vehicles,Public Level 1,Shared Private Level 1,Public Level 2,Shared Private Level 2,Public DC Fast,Shared Private DC Fast,Total
0,2021,Alameda,Electric,Audi,e-tron,281,6,70,1671,1583,332,35,3697
1,2021,Alameda,Electric,Audi,E-Tron Gt,6,6,70,1671,1583,332,35,3697
2,2021,Alameda,Electric,Audi,E-Tron Sportback,5,6,70,1671,1583,332,35,3697
3,2021,Alameda,Electric,Audi,Rs E-Tron Gt,4,6,70,1671,1583,332,35,3697
4,2021,Alameda,Electric,Azure Dynamics,Transit Connect,3,6,70,1671,1583,332,35,3697
5,2021,Alameda,Electric,BMW,i3,322,6,70,1671,1583,332,35,3697
6,2021,Alameda,Electric,Chevrolet,Bolt Euv,93,6,70,1671,1583,332,35,3697
7,2021,Alameda,Electric,Chevrolet,Bolt EV,3459,6,70,1671,1583,332,35,3697
8,2021,Alameda,Electric,Chevrolet,Spark EV,118,6,70,1671,1583,332,35,3697
9,2021,Alameda,Electric,Coda,Coda,2,6,70,1671,1583,332,35,3697
10,2021,Alameda,Electric,FIAT,500e,521,6,70,1671,1583,332,35,3697
11,2021,Alameda,Electric,Ford,Focus,122,6,70,1671,1583,332,35,3697
12,2021,Alameda,Electric,Ford,Mustang Mach-E,267,6,70,1671,1583,332,35,3697
13,2021,Alameda,Electric,Ford,Transit Connect Electric,3,6,70,1671,1583,332,35,3697
14,2021,Alameda,Electric,Honda,Clarity Electric,76,6,70,1671,1583,332,35,3697
15,2021,Alameda,Electric,Hyundai,Ioniq Electric,90,6,70,1671,1583,332,35,3697
16,2021,Alameda,Electric,Hyundai,Kona EV,349,6,70,1671,1583,332,35,3697
17,2021,Alameda,Electric,Jaguar,I-PACE,60,6,70,1671,1583,332,35,3697
18,2021,Alameda,Electric,Kia,Niro EV,418,6,70,1671,1583,332,35,3697
19,2021,Alameda,Electric,Kia,Soul EV,110,6,70,1671,1583,332,35,3697
20,2021,Alameda,Electric,Lucid,Air,2,6,70,1671,1583,332,35,3697
21,2021,Alameda,Electric,Mazda,Mx-30 Ev,4,6,70,1671,1583,332,35,3697
22,2021,Alameda,Electric,Mercedes-Benz,B-Class,59,6,70,1671,1583,332,35,3697
23,2021,Alameda,Electric,Mercedes-Benz,EQS,3,6,70,1671,1583,332,35,3697
24,2021,Alameda,Electric,MINI,Hardtop 2 Door,66,6,70,1671,1583,332,35,3697
25,2021,Alameda,Electric,Mitsubishi,i-MiEV,22,6,70,1671,1583,332,35,3697
26,2021,Alameda,Electric,Nissan,LEAF,3322,6,70,1671,1583,332,35,3697
27,2021,Alameda,Electric,Polestar,2,85,6,70,1671,1583,332,35,3697
28,2021,Alameda,Electric,Porsche,Taycan,132,6,70,1671,1583,332,35,3697
29,2021,Alameda,Electric,Rivian,R1T,17,6,70,1671,1583,332,35,3697
30,2021,Alameda,Electric,Smart,Fortwo Electric Drive,106,6,70,1671,1583,332,35,3697
31,2021,Alameda,Electric,Tesla,Model 3,14365,6,70,1671,1583,332,35,3697
32,2021,Alameda,Electric,Tesla,Model S,4277,6,70,1671,1583,332,35,3697
33,2021,Alameda,Electric,Tesla,Model X,2406,6,70,1671,1583,332,35,3697
34,2021,Alameda,Electric,Tesla,Model Y,5287,6,70,1671,1583,332,35,3697
35,2021,Alameda,Electric,Tesla,Roadster,23,6,70,1671,1583,332,35,3697
36,2021,Alameda,Electric,Think Global,Think City,4,6,70,1671,1583,332,35,3697
37,2021,Alameda,Electric,Toyota,RAV4 EV,100,6,70,1671,1583,332,35,3697
38,2021,Alameda,Electric,Volkswagen,e-Golf,884,6,70,1671,1583,332,35,3697
39,2021,Alameda,Electric,Volkswagen,Id.4,395,6,70,1671,1583,332,35,3697
40,2021,Alameda,Electric,Volvo,Xc40,95,6,70,1671,1583,332,35,3697
41,2021,Alameda,Hydrogen,Honda,Clarity Fuel Cell,100,6,70,1671,1583,332,35,3697
42,2021,Alameda,Hydrogen,Hyundai,Nexo,43,6,70,1671,1583,332,35,3697
43,2021,Alameda,Hydrogen,Toyota,Mirai,485,6,70,1671,1583,332,35,3697
44,2021,Alameda,PHEV,Audi,A3 Sportback e-tron,377,6,70,1671,1583,332,35,3697
45,2021,Alameda,PHEV,Audi,A7,7,6,70,1671,1583,332,35,3697
46,2021,Alameda,PHEV,Audi,Q5,226,6,70,1671,1583,332,35,3697
47,2021,Alameda,PHEV,BMW,3 Series,282,6,70,1671,1583,332,35,3697
48,2021,Alameda,PHEV,BMW,5 Series,520,6,70,1671,1583,332,35,3697
49,2021,Alameda,PHEV,BMW,7 Series,10,6,70,1671,1583,332,35,3697
50,2021,Alameda,PHEV,BMW,i3,677,6,70,1671,1583,332,35,3697
51,2021,Alameda,PHEV,BMW,i8,56,6,70,1671,1583,332,35,3697
52,2021,Alameda,PHEV,BMW,X3,144,6,70,1671,1583,332,35,3697
53,2021,Alameda,PHEV,BMW,X5,336,6,70,1671,1583,332,35,3697
54,2021,Alameda,PHEV,Cadillac,CT6 PLUG-IN Hybrid,1,6,70,1671,1583,332,35,3697
55,2021,Alameda,PHEV,Cadillac,ELR,32,6,70,1671,1583,332,35,3697
56,2021,Alameda,PHEV,Chevrolet,Volt,2836,6,70,1671,1583,332,35,3697
57,2021,Alameda,PHEV,Chrysler,Pacifica Hybrid,770,6,70,1671,1583,332,35,3697
58,2021,Alameda,PHEV,Ferrari,SF90 Stradale,1,6,70,1671,1583,332,35,3697
59,2021,Alameda,PHEV,Fisker,Karma,7,6,70,1671,1583,332,35,3697
60,2021,Alameda,PHEV,Ford,C-MAX Energi,675,6,70,1671,1583,332,35,3697
61,2021,Alameda,PHEV,Ford,Escape Plug-In Hybrid,42,6,70,1671,1583,332,35,3697
62,2021,Alameda,PHEV,Ford,Fusion Energi,1074,6,70,1671,1583,332,35,3697
63,2021,Alameda,PHEV,Honda,Accord Plug-In,50,6,70,1671,1583,332,35,3697
64,2021,Alameda,PHEV,Honda,Clarity Plug-In Hybrid,1626,6,70,1671,1583,332,35,3697
65,2021,Alameda,PHEV,Hyundai,Ioniq Plug-in Hybrid,231,6,70,1671,1583,332,35,3697
66,2021,Alameda,PHEV,Hyundai,Santa Fe Plug-In Hybrid,27,6,70,1671,1583,332,35,3697
67,2021,Alameda,PHEV,Hyundai,Sonata Plug-in Hybrid,94,6,70,1671,1583,332,35,3697
68,2021,Alameda,PHEV,Hyundai,Tucson Plug-In Hybrid,16,6,70,1671,1583,332,35,3697
69,2021,Alameda,PHEV,Jeep,Wrangler Unlimited,157,6,70,1671,1583,332,35,3697
70,2021,Alameda,PHEV,Kia,Niro Plug-In Hybrid,507,6,70,1671,1583,332,35,3697
71,2021,Alameda,PHEV,Kia,Optima Plug-In Hybrid,56,6,70,1671,1583,332,35,3697
72,2021,Alameda,PHEV,Kia,Sorento Plug-In Hybrid,23,6,70,1671,1583,332,35,3697
73,2021,Alameda,PHEV,Land Rover,Range Rover,9,6,70,1671,1583,332,35,3697
74,2021,Alameda,PHEV,Land Rover,Range Rover Sport,16,6,70,1671,1583,332,35,3697
75,2021,Alameda,PHEV,Lincoln,Aviator,13,6,70,1671,1583,332,35,3697
76,2021,Alameda,PHEV,Lincoln,Corsair,3,6,70,1671,1583,332,35,3697
77,2021,Alameda,PHEV,Mercedes-Benz,C-Class,48,6,70,1671,1583,332,35,3697
78,2021,Alameda,PHEV,Mercedes-Benz,GLC,243,6,70,1671,1583,332,35,3697
79,2021,Alameda,PHEV,Mercedes-Benz,GLE,25,6,70,1671,1583,332,35,3697
80,2021,Alameda,PHEV,Mercedes-Benz,S-Class,21,6,70,1671,1583,332,35,3697
81,2021,Alameda,PHEV,MINI,Countryman Plug-in Hybrid,52,6,70,1671,1583,332,35,3697
82,2021,Alameda,PHEV,Mitsubishi,Outlander PHEV,170,6,70,1671,1583,332,35,3697
83,2021,Alameda,PHEV,Porsche,Cayenne,83,6,70,1671,1583,332,35,3697
84,2021,Alameda,PHEV,Porsche,Panamera,60,6,70,1671,1583,332,35,3697
85,2021,Alameda,PHEV,Subaru,Crosstrek,331,6,70,1671,1583,332,35,3697
86,2021,Alameda,PHEV,Toyota,Prius Plug-in Hybrid,1954,6,70,1671,1583,332,35,3697
87,2021,Alameda,PHEV,Toyota,Prius Prime,3336,6,70,1671,1583,332,35,3697
88,2021,Alameda,PHEV,Toyota,RAV4 Prime,525,6,70,1671,1583,332,35,3697
89,2021,Alameda,PHEV,Volvo,S60,23,6,70,1671,1583,332,35,3697
90,2021,Alameda,PHEV,Volvo,S90,10,6,70,1671,1583,332,35,3697
91,2021,Alameda,PHEV,Volvo,V60,8,6,70,1671,1583,332,35,3697
92,2021,Alameda,PHEV,Volvo,XC60,218,6,70,1671,1583,332,35,3697
93,2021,Alameda,PHEV,Volvo,XC90,434,6,70,1671,1583,332,35,3697
94,2021,Alpine,Electric,Audi,e-tron,1,0,0,14,0,0,0,14
95,2021,Alpine,Electric,Ford,Mustang Mach-E,1,0,0,14,0,0,0,14
96,2021,Alpine,Electric,Kia,Soul EV,1,0,0,14,0,0,0,14
97,2021,Alpine,Electric,Nissan,LEAF,1,0,0,14,0,0,0,14
98,2021,Alpine,Electric,Tesla,Model 3,2,0,0,14,0,0,0,14
99,2021,Alpine,Electric,Tesla,Model Y,3,0,0,14,0,0,0,14
100,2021,Alpine,PHEV,BMW,3 Series,1,0,0,14,0,0,0,14
101,2021,Alpine,PHEV,BMW,i3,1,0,0,14,0,0,0,14
102,2021,Alpine,PHEV,Chrysler,Pacifica Hybrid,1,0,0,14,0,0,0,14
103,2021,Alpine,PHEV,Honda,Clarity Plug-In Hybrid,1,0,0,14,0,0,0,14
104,2021,Alpine,PHEV,Lincoln,Aviator,1,0,0,14,0,0,0,14
105,2021,Alpine,PHEV,Subaru,Crosstrek,1,0,0,14,0,0,0,14
106,2021,Alpine,PHEV,Toyota,Prius Plug-in Hybrid,1,0,0,14,0,0,0,14
107,2021,Alpine,PHEV,Toyota,Prius Prime,2,0,0,14,0,0,0,14
108,2021,Alpine,PHEV,Toyota,RAV4 Prime,2,0,0,14,0,0,0,14
109,2021,Amador,Electric,Chevrolet,Bolt EV,19,0,0,25,6,8,0,39
110,2021,Amador,Electric,Chevrolet,Spark EV,5,0,0,25,6,8,0,39
111,2021,Amador,Electric,FIAT,500e,1,0,0,25,6,8,0,39
112,2021,Amador,Electric,Ford,Focus,3,0,0,25,6,8,0,39
113,2021,Amador,Electric,Ford,Mustang Mach-E,4,0,0,25,6,8,0,39
114,2021,Amador,Electric,Hyundai,Ioniq Electric,1,0,0,25,6,8,0,39
115,2021,Amador,Electric,Hyundai,Kona EV,1,0,0,25,6,8,0,39
116,2021,Amador,Electric,Kia,Niro EV,3,0,0,25,6,8,0,39
117,2021,Amador,Electric,Nissan,LEAF,16,0,0,25,6,8,0,39
118,2021,Amador,Electric,Tesla,Model 3,47,0,0,25,6,8,0,39
119,2021,Amador,Electric,Tesla,Model S,21,0,0,25,6,8,0,39
120,2021,Amador,Electric,Tesla,Model X,4,0,0,25,6,8,0,39
121,2021,Amador,Electric,Tesla,Model Y,22,0,0,25,6,8,0,39
122,2021,Amador,Electric,Tesla,Roadster,1,0,0,25,6,8,0,39
123,2021,Amador,Electric,Toyota,RAV4 EV,2,0,0,25,6,8,0,39
124,2021,Amador,Electric,Volkswagen,Id.4,2,0,0,25,6,8,0,39
125,2021,Amador,Electric,Volvo,Xc40,1,0,0,25,6,8,0,39
126,2021,Amador,Hydrogen,Toyota,Mirai,1,0,0,25,6,8,0,39
127,2021,Amador,PHEV,Audi,A3 Sportback e-tron,2,0,0,25,6,8,0,39
128,2021,Amador,PHEV,Audi,Q5,2,0,0,25,6,8,0,39
129,2021,Amador,PHEV,BMW,3 Series,1,0,0,25,6,8,0,39
130,2021,Amador,PHEV,BMW,5 Series,1,0,0,25,6,8,0,39
131,2021,Amador,PHEV,BMW,i3,2,0,0,25,6,8,0,39
132,2021,Amador,PHEV,BMW,X3,1,0,0,25,6,8,0,39
133,2021,Amador,PHEV,BMW,X5,2,0,0,25,6,8,0,39
134,2021,Amador,PHEV,Chevrolet,Volt,45,0,0,25,6,8,0,39
135,2021,Amador,PHEV,Chrysler,Pacifica Hybrid,3,0,0,25,6,8,0,39
136,2021,Amador,PHEV,Fisker,Karma,1,0,0,25,6,8,0,39
137,2021,Amador,PHEV,Ford,C-MAX Energi,13,0,0,25,6,8,0,39
138,2021,Amador,PHEV,Ford,Escape Plug-In Hybrid,1,0,0,25,6,8,0,39
139,2021,Amador,PHEV,Ford,Fusion Energi,21,0,0,25,6,8,0,39
140,2021,Amador,PHEV,Honda,Accord Plug-In,2,0,0,25,6,8,0,39
141,2021,Amador,PHEV,Honda,Clarity Plug-In Hybrid,3,0,0,25,6,8,0,39
142,2021,Amador,PHEV,Hyundai,Ioniq Plug-in Hybrid,2,0,0,25,6,8,0,39
143,2021,Amador,PHEV,Hyundai,Sonata Plug-in Hybrid,1,0,0,25,6,8,0,39
144,2021,Amador,PHEV,Hyundai,Tucson Plug-In Hybrid,1,0,0,25,6,8,0,39
145,2021,Amador,PHEV,Jeep,Wrangler Unlimited,2,0,0,25,6,8,0,39
146,2021,Amador,PHEV,Kia,Niro Plug-In Hybrid,3,0,0,25,6,8,0,39
147,2021,Amador,PHEV,Mercedes-Benz,GLC,2,0,0,25,6,8,0,39
148,2021,Amador,PHEV,Mitsubishi,Outlander PHEV,1,0,0,25,6,8,0,39
149,2021,Amador,PHEV,Subaru,Crosstrek,4,0,0,25,6,8,0,39
150,2021,Amador,PHEV,Toyota,Prius Plug-in Hybrid,5,0,0,25,6,8,0,39
151,2021,Amador,PHEV,Toyota,Prius Prime,18,0,0,25,6,8,0,39
152,2021,Amador,PHEV,Toyota,RAV4 Prime,4,0,0,25,6,8,0,39
153,2021,Amador,PHEV,Volvo,XC60,1,0,0,25,6,8,0,39
154,2021,Amador,PHEV,Volvo,XC90,4,0,0,25,6,8,0,39
155,2021,Butte,Electric,Audi,e-tron,2,6,0,41,23,24,0,94
156,2021,Butte,Electric,BMW,i3,3,6,0,41,23,24,0,94
157,2021,Butte,Electric,Chevrolet,Bolt Euv,1,6,0,41,23,24,0,94
158,2021,Butte,Electric,Chevrolet,Bolt EV,50,6,0,41,23,24,0,94
159,2021,Butte,Electric,Chevrolet,Spark EV,7,6,0,41,23,24,0,94
160,2021,Butte,Electric,FIAT,500e,6,6,0,41,23,24,0,94
161,2021,Butte,Electric,Ford,Focus,6,6,0,41,23,24,0,94
162,2021,Butte,Electric,Ford,Mustang Mach-E,14,6,0,41,23,24,0,94
163,2021,Butte,Electric,Hyundai,Ioniq Electric,1,6,0,41,23,24,0,94
164,2021,Butte,Electric,Hyundai,Kona EV,25,6,0,41,23,24,0,94
165,2021,Butte,Electric,Jaguar,I-PACE,2,6,0,41,23,24,0,94
166,2021,Butte,Electric,Kia,Niro EV,4,6,0,41,23,24,0,94
167,2021,Butte,Electric,Kia,Soul EV,2,6,0,41,23,24,0,94
168,2021,Butte,Electric,MINI,Hardtop 2 Door,3,6,0,41,23,24,0,94
169,2021,Butte,Electric,Nissan,LEAF,70,6,0,41,23,24,0,94
170,2021,Butte,Electric,Porsche,Taycan,3,6,0,41,23,24,0,94
171,2021,Butte,Electric,Smart,Fortwo Electric Drive,3,6,0,41,23,24,0,94
172,2021,Butte,Electric,Tesla,Model 3,239,6,0,41,23,24,0,94
173,2021,Butte,Electric,Tesla,Model S,82,6,0,41,23,24,0,94
174,2021,Butte,Electric,Tesla,Model X,34,6,0,41,23,24,0,94
175,2021,Butte,Electric,Tesla,Model Y,86,6,0,41,23,24,0,94
176,2021,Butte,Electric,Toyota,RAV4 EV,3,6,0,41,23,24,0,94
177,2021,Butte,Electric,Volkswagen,e-Golf,12,6,0,41,23,24,0,94
178,2021,Butte,Electric,Volkswagen,Id.4,21,6,0,41,23,24,0,94
179,2021,Butte,Electric,Volvo,Xc40,2,6,0,41,23,24,0,94
180,2021,Butte,Hydrogen,Hyundai,Nexo,1,6,0,41,23,24,0,94
181,2021,Butte,Hydrogen,Toyota,Mirai,2,6,0,41,23,24,0,94
182,2021,Butte,PHEV,Audi,A3 Sportback e-tron,1,6,0,41,23,24,0,94
183,2021,Butte,PHEV,Audi,Q5,2,6,0,41,23,24,0,94
184,2021,Butte,PHEV,BMW,3 Series,2,6,0,41,23,24,0,94
185,2021,Butte,PHEV,BMW,5 Series,8,6,0,41,23,24,0,94
186,2021,Butte,PHEV,BMW,7 Series,1,6,0,41,23,24,0,94
187,2021,Butte,PHEV,BMW,i3,13,6,0,41,23,24,0,94
188,2021,Butte,PHEV,BMW,i8,2,6,0,41,23,24,0,94
189,2021,Butte,PHEV,BMW,X3,6,6,0,41,23,24,0,94
190,2021,Butte,PHEV,BMW,X5,20,6,0,41,23,24,0,94
191,2021,Butte,PHEV,Cadillac,CT6 PLUG-IN Hybrid,2,6,0,41,23,24,0,94
192,2021,Butte,PHEV,Chevrolet,Volt,94,6,0,41,23,24,0,94
193,2021,Butte,PHEV,Chrysler,Pacifica Hybrid,29,6,0,41,23,24,0,94
194,2021,Butte,PHEV,Ford,C-MAX Energi,39,6,0,41,23,24,0,94
195,2021,Butte,PHEV,Ford,Escape Plug-In Hybrid,2,6,0,41,23,24,0,94
196,2021,Butte,PHEV,Ford,Fusion Energi,58,6,0,41,23,24,0,94
197,2021,Butte,PHEV,Honda,Accord Plug-In,1,6,0,41,23,24,0,94
198,2021,Butte,PHEV,Honda,Clarity Plug-In Hybrid,17,6,0,41,23,24,0,94
199,2021,Butte,PHEV,Hyundai,Ioniq Plug-in Hybrid,21,6,0,41,23,24,0,94
200,2021,Butte,PHEV,Hyundai,Santa Fe Plug-In Hybrid,4,6,0,41,23,24,0,94
201,2021,Butte,PHEV,Hyundai,Sonata Plug-in Hybrid,5,6,0,41,23,24,0,94
202,2021,Butte,PHEV,Hyundai,Tucson Plug-In Hybrid,2,6,0,41,23,24,0,94
203,2021,Butte,PHEV,Jeep,Wrangler Unlimited,11,6,0,41,23,24,0,94
204,2021,Butte,PHEV,Kia,Niro Plug-In Hybrid,10,6,0,41,23,24,0,94
205,2021,Butte,PHEV,Lincoln,Aviator,1,6,0,41,23,24,0,94
206,2021,Butte,PHEV,Mercedes-Benz,GLC,2,6,0,41,23,24,0,94
207,2021,Butte,PHEV,Mercedes-Benz,GLE,2,6,0,41,23,24,0,94
208,2021,Butte,PHEV,Mitsubishi,Outlander PHEV,3,6,0,41,23,24,0,94
209,2021,Butte,PHEV,Porsche,Panamera,1,6,0,41,23,24,0,94
210,2021,Butte,PHEV,Subaru,Crosstrek,18,6,0,41,23,24,0,94
211,2021,Butte,PHEV,Toyota,Prius Plug-in Hybrid,57,6,0,41,23,24,0,94
212,2021,Butte,PHEV,Toyota,Prius Prime,152,6,0,41,23,24,0,94
213,2021,Butte,PHEV,Toyota,RAV4 Prime,35,6,0,41,23,24,0,94
214,2021,Butte,PHEV,Volvo,XC60,8,6,0,41,23,24,0,94
215,2021,Butte,PHEV,Volvo,XC90,16,6,0,41,23,24,0,94
216,2021,Calaveras,Electric,Audi,e-tron,1,0,2,7,0,12,0,21
217,2021,Calaveras,Electric,BMW,i3,1,0,2,7,0,12,0,21
218,2021,Calaveras,Electric,Chevrolet,Bolt Euv,1,0,2,7,0,12,0,21
219,2021,Calaveras,Electric,Chevrolet,Bolt EV,15,0,2,7,0,12,0,21
220,2021,Calaveras,Electric,Chevrolet,Spark EV,2,0,2,7,0,12,0,21
221,2021,Calaveras,Electric,FIAT,500e,1,0,2,7,0,12,0,21
222,2021,Calaveras,Electric,Ford,Focus,1,0,2,7,0,12,0,21
223,2021,Calaveras,Electric,Ford,Mustang Mach-E,7,0,2,7,0,12,0,21
224,2021,Calaveras,Electric,Hyundai,Ioniq Electric,1,0,2,7,0,12,0,21
225,2021,Calaveras,Electric,Hyundai,Kona EV,3,0,2,7,0,12,0,21
226,2021,Calaveras,Electric,Kia,Niro EV,5,0,2,7,0,12,0,21
227,2021,Calaveras,Electric,Kia,Soul EV,1,0,2,7,0,12,0,21
228,2021,Calaveras,Electric,Nissan,LEAF,11,0,2,7,0,12,0,21
229,2021,Calaveras,Electric,Porsche,Taycan,1,0,2,7,0,12,0,21
230,2021,Calaveras,Electric,Smart,Fortwo Electric Drive,1,0,2,7,0,12,0,21
231,2021,Calaveras,Electric,Tesla,Model 3,59,0,2,7,0,12,0,21
232,2021,Calaveras,Electric,Tesla,Model S,23,0,2,7,0,12,0,21
233,2021,Calaveras,Electric,Tesla,Model X,8,0,2,7,0,12,0,21
234,2021,Calaveras,Electric,Tesla,Model Y,20,0,2,7,0,12,0,21
235,2021,Calaveras,Electric,Tesla,Roadster,1,0,2,7,0,12,0,21
236,2021,Calaveras,Electric,Toyota,RAV4 EV,3,0,2,7,0,12,0,21
237,2021,Calaveras,Electric,Volkswagen,e-Golf,1,0,2,7,0,12,0,21
238,2021,Calaveras,Electric,Volkswagen,Id.4,3,0,2,7,0,12,0,21
239,2021,Calaveras,Electric,Volvo,Xc40,1,0,2,7,0,12,0,21
240,2021,Calaveras,PHEV,Audi,A3 Sportback e-tron,1,0,2,7,0,12,0,21
241,2021,Calaveras,PHEV,Audi,A8 L,1,0,2,7,0,12,0,21
242,2021,Calaveras,PHEV,BMW,3 Series,3,0,2,7,0,12,0,21
243,2021,Calaveras,PHEV,BMW,5 Series,1,0,2,7,0,12,0,21
244,2021,Calaveras,PHEV,BMW,i3,3,0,2,7,0,12,0,21
245,2021,Calaveras,PHEV,BMW,X5,2,0,2,7,0,12,0,21
246,2021,Calaveras,PHEV,Cadillac,ELR,2,0,2,7,0,12,0,21
247,2021,Calaveras,PHEV,Chevrolet,Volt,58,0,2,7,0,12,0,21
248,2021,Calaveras,PHEV,Chrysler,Pacifica Hybrid,2,0,2,7,0,12,0,21
249,2021,Calaveras,PHEV,Ford,C-MAX Energi,4,0,2,7,0,12,0,21
250,2021,Calaveras,PHEV,Ford,Escape Plug-In Hybrid,1,0,2,7,0,12,0,21
251,2021,Calaveras,PHEV,Ford,Fusion Energi,25,0,2,7,0,12,0,21
252,2021,Calaveras,PHEV,Honda,Clarity Plug-In Hybrid,4,0,2,7,0,12,0,21
253,2021,Calaveras,PHEV,Hyundai,Ioniq Plug-in Hybrid,3,0,2,7,0,12,0,21
254,2021,Calaveras,PHEV,Hyundai,Santa Fe Plug-In Hybrid,1,0,2,7,0,12,0,21
255,2021,Calaveras,PHEV,Jeep,Wrangler Unlimited,4,0,2,7,0,12,0,21
256,2021,Calaveras,PHEV,Kia,Niro Plug-In Hybrid,4,0,2,7,0,12,0,21
257,2021,Calaveras,PHEV,Kia,Optima Plug-In Hybrid,3,0,2,7,0,12,0,21
258,2021,Calaveras,PHEV,Lincoln,Aviator,1,0,2,7,0,12,0,21
259,2021,Calaveras,PHEV,Mercedes-Benz,GLC,1,0,2,7,0,12,0,21
260,2021,Calaveras,PHEV,Mercedes-Benz,GLE,3,0,2,7,0,12,0,21
261,2021,Calaveras,PHEV,MINI,Countryman Plug-in Hybrid,1,0,2,7,0,12,0,21
262,2021,Calaveras,PHEV,Subaru,Crosstrek,8,0,2,7,0,12,0,21
263,2021,Calaveras,PHEV,Toyota,Prius Plug-in Hybrid,17,0,2,7,0,12,0,21
264,2021,Calaveras,PHEV,Toyota,Prius Prime,35,0,2,7,0,12,0,21
265,2021,Calaveras,PHEV,Toyota,RAV4 Prime,7,0,2,7,0,12,0,21
266,2021,Calaveras,PHEV,Volvo,XC60,1,0,2,7,0,12,0,21
267,2021,Calaveras,PHEV,Volvo,XC90,2,0,2,7,0,12,0,21
268,2021,Colusa,Electric,Chevrolet,Bolt EV,6,0,0,18,2,18,0,38
269,2021,Colusa,Electric,Ford,Mustang Mach-E,3,0,0,18,2,18,0,38
270,2021,Colusa,Electric,Nissan,LEAF,1,0,0,18,2,18,0,38
271,2021,Colusa,Electric,Tesla,Model 3,12,0,0,18,2,18,0,38
272,2021,Colusa,Electric,Tesla,Model S,4,0,0,18,2,18,0,38
273,2021,Colusa,Hydrogen,Toyota,Mirai,1,0,0,18,2,18,0,38
274,2021,Colusa,PHEV,Chevrolet,Volt,10,0,0,18,2,18,0,38
275,2021,Colusa,PHEV,Chrysler,Pacifica Hybrid,2,0,0,18,2,18,0,38
276,2021,Colusa,PHEV,Ford,C-MAX Energi,2,0,0,18,2,18,0,38
277,2021,Colusa,PHEV,Ford,Fusion Energi,12,0,0,18,2,18,0,38
278,2021,Colusa,PHEV,Honda,Clarity Plug-In Hybrid,1,0,0,18,2,18,0,38
279,2021,Colusa,PHEV,Hyundai,Ioniq Plug-in Hybrid,2,0,0,18,2,18,0,38
280,2021,Colusa,PHEV,Kia,Optima Plug-In Hybrid,3,0,0,18,2,18,0,38
281,2021,Colusa,PHEV,Lincoln,Aviator,1,0,0,18,2,18,0,38
282,2021,Colusa,PHEV,Porsche,Cayenne,1,0,0,18,2,18,0,38
283,2021,Colusa,PHEV,Toyota,Prius Plug-in Hybrid,1,0,0,18,2,18,0,38
284,2021,Colusa,PHEV,Toyota,Prius Prime,13,0,0,18,2,18,0,38
285,2021,Colusa,PHEV,Volvo,XC90,1,0,0,18,2,18,0,38
286,2021,Contra Costa,Electric,Audi,e-tron,227,3,2,600,599,245,2,1451
287,2021,Contra Costa,Electric,Audi,E-Tron Gt,8,3,2,600,599,245,2,1451
288,2021,Contra Costa,Electric,Audi,E-Tron Sportback,1,3,2,600,599,245,2,1451
289,2021,Contra Costa,Electric,Audi,Rs E-Tron Gt,2,3,2,600,599,245,2,1451
290,2021,Contra Costa,Electric,Azure Dynamics,Transit Connect,2,3,2,600,599,245,2,1451
291,2021,Contra Costa,Electric,BMW,i3,131,3,2,600,599,245,2,1451
292,2021,Contra Costa,Electric,Chevrolet,Bolt Euv,47,3,2,600,599,245,2,1451
293,2021,Contra Costa,Electric,Chevrolet,Bolt EV,1474,3,2,600,599,245,2,1451
294,2021,Contra Costa,Electric,Chevrolet,Spark EV,73,3,2,600,599,245,2,1451
295,2021,Contra Costa,Electric,Coda,Coda,1,3,2,600,599,245,2,1451
296,2021,Contra Costa,Electric,FIAT,500e,238,3,2,600,599,245,2,1451
297,2021,Contra Costa,Electric,Ford,Focus,103,3,2,600,599,245,2,1451
298,2021,Contra Costa,Electric,Ford,Mustang Mach-E,261,3,2,600,599,245,2,1451
299,2021,Contra Costa,Electric,Honda,Clarity Electric,37,3,2,600,599,245,2,1451
300,2021,Contra Costa,Electric,Honda,Fit EV,1,3,2,600,599,245,2,1451
301,2021,Contra Costa,Electric,Hyundai,Ioniq Electric,44,3,2,600,599,245,2,1451
302,2021,Contra Costa,Electric,Hyundai,Kona EV,177,3,2,600,599,245,2,1451
303,2021,Contra Costa,Electric,Jaguar,I-PACE,60,3,2,600,599,245,2,1451
304,2021,Contra Costa,Electric,Kia,Niro EV,291,3,2,600,599,245,2,1451
305,2021,Contra Costa,Electric,Kia,Soul EV,61,3,2,600,599,245,2,1451
306,2021,Contra Costa,Electric,Lucid,Air,1,3,2,600,599,245,2,1451
307,2021,Contra Costa,Electric,Mazda,Mx-30 Ev,4,3,2,600,599,245,2,1451
308,2021,Contra Costa,Electric,Mercedes-Benz,B-Class,29,3,2,600,599,245,2,1451
309,2021,Contra Costa,Electric,MINI,Hardtop 2 Door,32,3,2,600,599,245,2,1451
310,2021,Contra Costa,Electric,Mitsubishi,i-MiEV,10,3,2,600,599,245,2,1451
311,2021,Contra Costa,Electric,Nissan,LEAF,1505,3,2,600,599,245,2,1451
312,2021,Contra Costa,Electric,Polestar,2,48,3,2,600,599,245,2,1451
313,2021,Contra Costa,Electric,Porsche,Taycan,120,3,2,600,599,245,2,1451
314,2021,Contra Costa,Electric,Rivian,R1T,4,3,2,600,599,245,2,1451
